"Journal title","ISSN","eISSN","Publisher name","Publisher address"
"TRANSLATIONAL PSYCHIATRY","2158-3188","2158-3188","NATURE PUBLISHING GROUP","MACMILLAN BUILDING, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"TRANSLATIONAL RESEARCH","1931-5244","1878-1810","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"TRANSLATIONAL STROKE RESEARCH","1868-4483","1868-601X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"TRANSLATIONAL VISION SCIENCE & TECHNOLOGY","2164-2591","2164-2591","ASSOC RESEARCH VISION OPHTHALMOLOGY INC","12300 TWINBROOK PARKWAY, ROCKVILLE, USA, MD, 20852-1606"
"TRANSPLANTATION","0041-1337","1534-6080","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"TRANSPLANTATION PROCEEDINGS","0041-1345","1873-2623","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"TRANSPLANTATION REVIEWS","0955-470X","1557-9816","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"TRANSPLANT IMMUNOLOGY","0966-3274","1878-5492","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"TRANSPLANT INFECTIOUS DISEASE","1398-2273","1399-3062","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"TRANSPLANT INTERNATIONAL","0934-0874","1432-2277","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"TRANSPORT","1648-4142","1648-3480","VILNIUS GEDIMINAS TECH UNIV","SAULETEKIO AL 11, VILNIUS, LITHUANIA, LT-10223"
"TRANSPORTATION","0049-4488","1572-9435","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"TRANSPORTATION GEOTECHNICS","2214-3912","2214-3912","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"TRANSPORTATION LETTERS-THE INTERNATIONAL JOURNAL OF TRANSPORTATION RESEARCH","1942-7867","1942-7875","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"TRANSPORTATION PLANNING AND TECHNOLOGY","0308-1060","1029-0354","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE","0965-8564","","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"TRANSPORTATION RESEARCH PART B-METHODOLOGICAL","0191-2615","1879-2367","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES","0968-090X","1879-2359","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT","1361-9209","","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW","1366-5545","","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"TRANSPORTATION RESEARCH RECORD","0361-1981","2169-4052","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"TRANSPORTATION SCIENCE","0041-1655","0041-1655","INFORMS","5521 RESEARCH PARK DR, SUITE 200, CATONSVILLE, USA, MD, 21228"
"TRANSPORT IN POROUS MEDIA","0169-3913","1573-1634","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"TRANSPORTMETRICA A-TRANSPORT SCIENCE","2324-9935","2324-9943","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"TRANSPORTMETRICA B-TRANSPORT DYNAMICS","2168-0566","2168-0582","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"TRAVAIL HUMAIN","0041-1868","2104-3663","PRESSES UNIV FRANCE","6 AVENUE REILLE, PARIS CEDEX 14, FRANCE, 75685"
"TRAVEL MEDICINE AND INFECTIOUS DISEASE","1477-8939","1873-0442","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"TREE GENETICS & GENOMES","1614-2942","1614-2950","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"TREE PHYSIOLOGY","0829-318X","1758-4469","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"TREE-RING RESEARCH","1536-1098","2162-4585","TREE-RING SOC","UNIV ARIZONA, TREE-RING LABORATORY, BLDG 58, TUCSON, USA, AZ, 85721"
"TREES-STRUCTURE AND FUNCTION","0931-1890","1432-2285","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"TRENDS IN BIOCHEMICAL SCIENCES","0968-0004","1362-4326","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR"
"TRENDS IN BIOTECHNOLOGY","0167-7799","1879-3096","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR"
"TRENDS IN CANCER","2405-8025","2405-8033","CELL PRESS","50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, USA, MA, 02139"
"TRENDS IN CARDIOVASCULAR MEDICINE","1050-1738","1873-2615","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR"
"TRENDS IN CELL BIOLOGY","0962-8924","1879-3088","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR"
"TRENDS IN COGNITIVE SCIENCES","1364-6613","1879-307X","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR"
"TRENDS IN ECOLOGY & EVOLUTION","0169-5347","1872-8383","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR"
"TRENDS IN ENDOCRINOLOGY AND METABOLISM","1043-2760","1879-3061","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR"
"TRENDS IN ENVIRONMENTAL ANALYTICAL CHEMISTRY","2214-1588","2214-1588","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"TRENDS IN FOOD SCIENCE & TECHNOLOGY","0924-2244","","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR"
"TRENDS IN GENETICS","0168-9525","1362-4555","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR"
"TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY","0915-7352","1883-2113","GAKUSHIN PUBL CO","YUSHOKAIN7F, 1-38-12 NIHONBASHIKAKIGARACHO, CHUO-KU, TOKYO, JAPAN, 103-0014"
"TRENDS IN HEARING","2331-2165","2331-2165","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"TRENDS IN IMMUNOLOGY","1471-4906","1471-4981","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"TRENDS IN MICROBIOLOGY","0966-842X","1878-4380","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"TRENDS IN MOLECULAR MEDICINE","1471-4914","1471-499X","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"TRENDS IN NEUROSCIENCES","0166-2236","1878-108X","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR"
"TRENDS IN PARASITOLOGY","1471-4922","1471-5007","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"TRENDS IN PHARMACOLOGICAL SCIENCES","0165-6147","1873-3735","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR"
"TRENDS IN PLANT SCIENCE","1360-1385","1878-4372","ELSEVIER SCIENCE LONDON","84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR"
"TRIALS","1745-6215","1745-6215","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"TRIBOLOGY INTERNATIONAL","0301-679X","1879-2464","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"TRIBOLOGY LETTERS","1023-8883","1573-2711","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013"
"TRIBOLOGY TRANSACTIONS","1040-2004","1547-397X","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"TROPICAL ANIMAL HEALTH AND PRODUCTION","0049-4747","1573-7438","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"TROPICAL BIOMEDICINE","0127-5720","","MALAYSIAN SOC PARASITOLOGY TROPICAL MEDICINE","C/O INST MEDICAL REEARCH, JALAN PAHANG, KUALA LUMPUR, MALAYSIA, 50588"
"TROPICAL CONSERVATION SCIENCE","1940-0829","1940-0829","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"TROPICAL DOCTOR","0049-4755","1758-1133","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"TROPICAL ECOLOGY","0564-3295","2661-8982","SCIENTIFIC PUBLISHERS","5A, NEW PALI RD, JODHPUR, INDIA, RAJASTHAN, 342 001"
"TROPICAL GRASSLANDS-FORRAJES TROPICALES","2346-3775","2346-3775","CENTRO INT AGRICULTURA TROPICAL-CIAT","A A 6713, KM 17 RECTA CALI-PALMIRA, CALI,, VALLE DEL CAUCA, COLOMBIA, 00000"
"TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH","1596-5996","1596-9827","PHARMACOTHERAPY GROUP","UNIV BENIN, FACULTY PHARMACY, BENIN CITY, NIGERIA, 00000"
"TROPICAL MEDICINE & INTERNATIONAL HEALTH","1360-2276","1365-3156","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"TROPICAL PLANT BIOLOGY","1935-9756","1935-9764","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"TROPICAL PLANT PATHOLOGY","1983-2052","1983-2052","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"TROPICAL ZOOLOGY","0394-6975","1970-9528","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"TSINGHUA SCIENCE AND TECHNOLOGY","1007-0214","1878-7606","TSINGHUA UNIV PRESS","B605D, XUE YAN BUILDING, BEIJING, PEOPLES R CHINA, 100084"
"TUBERCULOSIS","1472-9792","1873-281X","CHURCHILL LIVINGSTONE","JOURNAL PRODUCTION DEPT, ROBERT STEVENSON HOUSE, 1-3 BAXTERS PLACE, LEITH WALK, EDINBURGH, SCOTLAND, MIDLOTHIAN, EH1 3AF"
"TUEXENIA","0722-494X","","FLORISTISCH-SOZIOLOGISCHEN ARBEITSGEMEINSCHAFT E V","WILHELM-WEBER-STRASSE 2, GOETTINGEN, GERMANY, 00000"
"TUMORI J","0300-8916","2038-2529","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY","0886-7798","","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"TURK GOGUS KALP DAMAR CERRAHISI DERGISI-TURKISH JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY","1301-5680","1301-5680","BAYCINAR MEDICAL PUBL-BAYCINAR TIBBI YAYINCILIK","ORNEK MH DR SUPHI EZGI SK SARAY APT NO 11 D 6, ATASEHIR, TURKEY, ISTANBUL, 34704"
"TURKISH JOURNAL OF AGRICULTURE AND FORESTRY","1300-011X","1303-6173","TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY","ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, TURKEY, 00000"
"TURKISH JOURNAL OF BIOCHEMISTRY-TURK BIYOKIMYA DERGISI","0250-4685","1303-829X","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"TURKISH JOURNAL OF BIOLOGY","1300-0152","1303-6092","TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY","ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, TURKEY, 00000"
"TURKISH JOURNAL OF BOTANY","1300-008X","1303-6106","TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY","ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, TURKEY, 00000"
"TURKISH JOURNAL OF CHEMISTRY","1300-0527","1300-0527","SCIENTIFIC TECHNICAL RESEARCH COUNCIL TURKEY-TUBITAK","ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, TURKEY, TR-06100"
"TURKISH JOURNAL OF EARTH SCIENCES","1300-0985","1300-0985","SCIENTIFIC TECHNICAL RESEARCH COUNCIL TURKEY-TUBITAK","ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, TURKEY, TR-06100"
"TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES","1300-0632","1303-6203","TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY","ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, TURKEY, 00000"
"TURKISH JOURNAL OF FIELD CROPS","1301-1111","1301-1111","SOC FIELD CROP SCI","EGE UNIV ZIRAAT FAK TARLA, BITKILERI BOLUMU, BORNOVA, TURKEY, IZMIR, 35100"
"TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES","1303-2712","2149-181X","CENTRAL FISHERIES RESEARCH INST","PO BOX 129, TRABZON, TURKEY, 61001"
"TURKISH JOURNAL OF GASTROENTEROLOGY","1300-4948","2148-5607","AVES","BUYUKDERE CAD 105-9, MECIDIYEKOY, SISLI, TURKEY, ISTANBUL, 34394"
"TURKISH JOURNAL OF GERIATRICS-TURK GERIATRI DERGISI","1304-2947","1307-9948","GUNES KITABEVI LTD STI","M RAUF INAN SOK NO 3, ANKARA, TURKEY, SIHHIYE, 06410"
"TURKISH JOURNAL OF HEMATOLOGY","1300-7777","1308-5263","GALENOS YAYINCILIK","MOLLA GURANI MAHALLESI KACAMAK SOKAK NO 21, FINDIKZADE, Turkey, ISTANBUL, 34093"
"TURKISH JOURNAL OF MATHEMATICS","1300-0098","1303-6149","SCIENTIFIC TECHNICAL RESEARCH COUNCIL TURKEY-TUBITAK","ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, TURKEY, TR-06100"
"TURKISH JOURNAL OF MEDICAL SCIENCES","1300-0144","1303-6165","TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY","ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, TURKEY, 00000"
"TURKISH JOURNAL OF PEDIATRICS","0041-4301","0041-4301","TURKISH J PEDIATRICS","P K 66 SAMANPAZARI, ANKARA, TURKEY, 06240"
"TURKISH JOURNAL OF PHYSICAL MEDICINE AND REHABILITATION","2587-0823","","BAYCINAR MEDICAL PUBL-BAYCINAR TIBBI YAYINCILIK","ORNEK MH DR SUPHI EZGI SK SARAY APT NO 11 D 6, ATASEHIR, TURKEY, ISTANBUL, 34704"
"TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES","1300-0128","1300-0128","SCIENTIFIC TECHNICAL RESEARCH COUNCIL TURKEY-TUBITAK","ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, TURKEY, TR-06100"
"TURKISH JOURNAL OF ZOOLOGY","1300-0179","1303-6114","TUBITAK SCIENTIFIC & TECHNICAL RESEARCH COUNCIL TURKEY","ATATURK BULVARI NO 221, KAVAKLIDERE, ANKARA, TURKEY, 00000"
"TURKISH NEUROSURGERY","1019-5149","1019-5149","TURKISH NEUROSURGICAL SOC","TASKENT CADDESI 13-4, BAHCELIEVLER, TURKEY, ANKARA, 06500"
"TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY","1010-6960","","ENTOMOLOGICAL SOC TURKEY, EGE UNIV","ZIRAAT FAKULTESI, BITKI KORUMA BOLUMU, BORNOVA IZMIR, TURKEY, 00000"
"TWIN RESEARCH AND HUMAN GENETICS","1832-4274","1839-2628","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473"
"UHOD-ULUSLARARASI HEMATOLOJI-ONKOLOJI DERGISI","1306-133X","1306-133X","AKAD DOKTORLAR YAYINEVI","4 CADDE 56, SOKAK, NO 49-E, HILAL CANKAYA, TURKEY, ANKARA, 06550"
"UKRAINIAN JOURNAL OF PHYSICAL OPTICS","1609-1833","","INST PHYSICAL OPTICS","23 DRAGOMANOV STR, LVIV, UKRAINE, 79005"
"UKRAINIAN MATHEMATICAL JOURNAL","0041-5995","1573-9376","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"ULTRAMICROSCOPY","0304-3991","1879-2723","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ULTRASCHALL IN DER MEDIZIN","0172-4614","1438-8782","GEORG THIEME VERLAG KG","RUDIGERSTR 14, STUTTGART, GERMANY, D-70469"
"ULTRASONIC IMAGING","0161-7346","1096-0910","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"ULTRASONICS","0041-624X","1874-9968","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ULTRASONICS SONOCHEMISTRY","1350-4177","1873-2828","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"ULTRASONOGRAPHY","2288-5919","2288-5943","KOREAN SOC ULTRASOUND MEDICINE","A-304MAPO TRAPALACE, 53 MAPO-DAERO, MAPO-GU, SEOUL, SOUTH KOREA, 121-784"
"ULTRASOUND IN MEDICINE AND BIOLOGY","0301-5629","1879-291X","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY","0960-7692","1469-0705","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"ULTRASOUND QUARTERLY","0894-8771","1536-0253","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"ULTRASTRUCTURAL PATHOLOGY","0191-3123","1521-0758","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106"
"ULUSAL TRAVMA VE ACIL CERRAHI DERGISI-TURKISH JOURNAL OF TRAUMA & EMERGENCY SURGERY","1306-696X","","TURKISH ASSOC TRAUMA EMERGENCY SURGERY","KOPRULU MEHMET PASA SOC, DENIZ ABDAL MAH, DADASOGLU AP, 25-1 SEHREMINI, ISTANBUL, TURKEY, 00000"
"UNDERSEA AND HYPERBARIC MEDICINE","1066-2936","","UNDERSEA & HYPERBARIC MEDICAL SOC INC","21 WEST COLONY PLACE, STE 280, DURHAM, USA, NC, 27705"
"UNFALLCHIRURG","0177-5537","1433-044X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"UNITED EUROPEAN GASTROENTEROLOGY JOURNAL","2050-6406","2050-6414","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"UNIVERSAL ACCESS IN THE INFORMATION SOCIETY","1615-5289","1615-5297","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"UNIVERSE","2218-1997","2218-1997","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN-SERIES A-APPLIED MATHEMATICS AND PHYSICS","1223-7027","","UNIV POLITEHNICA BUCHAREST, SCI BULL","SPLAIUL INDEPENDENTEI 313, SECTOR 6, BUCURESTI, ROMANIA, 060042"
"UPDATES IN SURGERY","2038-131X","2038-3312","SPRINGER-VERLAG ITALIA SRL","VIA DECEMBRIO, 28, MILAN, ITALY, 20137"
"UPSALA JOURNAL OF MEDICAL SCIENCES","0300-9734","2000-1967","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"URBAN CLIMATE","2212-0955","2212-0955","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"URBAN ECOSYSTEMS","1083-8155","1573-1642","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"URBAN FORESTRY & URBAN GREENING","1618-8667","1610-8167","ELSEVIER GMBH","HACKERBRUCKE 6, MUNICH, GERMANY, 80335"
"URBAN WATER JOURNAL","1573-062X","1744-9006","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"UROLITHIASIS","2194-7228","2194-7236","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"UROLOGE","0340-2592","1433-0563","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121"
"UROLOGIA INTERNATIONALIS","0042-1138","1423-0399","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009"
"UROLOGIC CLINICS OF NORTH AMERICA","0094-0143","1558-318X","W B SAUNDERS CO-ELSEVIER INC","1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899"
"UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS","1078-1439","1873-2496","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"UROLOGY","0090-4295","1527-9995","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"UROLOGY JOURNAL","1735-1308","1735-546X","UROL & NEPHROL RES CTR-UNRC","NO 44, 9TH BOUSTAN ST, PASADARAN AVE, TEHRAN, IRAN, 00000"
"URSUS","1537-6176","1938-5439","INT ASSOC BEAR RESEARCH & MANAGEMENT-IBA","C/O TERRY WHITE, UNIV TENNESSEE, DEPT FORESTRY, WILDLIFE & FISHERIES, PO BOX 1071, KNOXVILLE, USA, TN, 37901-1071"
"USER MODELING AND USER-ADAPTED INTERACTION","0924-1868","1573-1391","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"UTILITAS MATHEMATICA","0315-3681","","UTIL MATH PUBL INC","UNIV MANITOBA PO BOX 7 UNIV CENT, WINNIPEG, CANADA, MANITOBA, R3T 2N2"
"UTILITIES POLICY","0957-1787","1878-4356","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"VACCINE","0264-410X","1873-2518","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB"
"VACCINES","2076-393X","2076-393X","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"VACUUM","0042-207X","","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB"
"VADOSE ZONE JOURNAL","1539-1663","1539-1663","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"VALUE IN HEALTH","1098-3015","1524-4733","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"VASA-EUROPEAN JOURNAL OF VASCULAR MEDICINE","0301-1526","1664-2872","VERLAG HANS HUBER HOGREFE AG","LAENGGASS-STRASSE 76, BERN 9, SWITZERLAND, CH-3000"
"VASCULAR","1708-5381","1708-539X","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"VASCULAR AND ENDOVASCULAR SURGERY","1538-5744","1938-9116","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"VASCULAR MEDICINE","1358-863X","1477-0377","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"VASCULAR PHARMACOLOGY","1537-1891","1879-3649","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"VECTOR-BORNE AND ZOONOTIC DISEASES","1530-3667","1557-7759","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801"
"VEGETATION HISTORY AND ARCHAEOBOTANY","0939-6314","1617-6278","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004"
"VEHICLE SYSTEM DYNAMICS","0042-3114","1744-5159","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"VEHICULAR COMMUNICATIONS","2214-2096","2214-2096","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX"
"VERHALTENSTHERAPIE","1016-6262","1423-0402","KARGER","ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009"
"VERTEBRATE ZOOLOGY","1864-5755","","STAATLICHES MUSEUM TIERKUNDE DRESDEN","KOENIGSBRUECKER LANDSTRASSE 159, DRESDEN, GERMANY, 00000"
"VETERINARIA ITALIANA","0505-401X","1828-1427","IST ZOOPROFILATTICO SPERIMENTALE ABRUZZO & MOLISE G CAPORALE-IZS A&M","CAMPO BOARIO, TERAMO, ITALY, 64100"
