"Journal title","ISSN","eISSN","Publisher name","Publisher address"
"STUDIES IN PSYCHOLOGY-PSIKOLOJI CALISMALARI DERGISI","1304-4680","2602-2982","ISTANBUL UNIV, FAC LETTERS, DEPT PSYCHOLOGY","ISTANBUL UNIV, FAC LETTERS, DEPT PSYCHOLOGY, ISTANBUL, TURKEY, 34459"
"STUDIES IN RUSSIAN AND SOVIET CINEMA","1750-3132","1750-3140","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"STUDIES IN SECOND LANGUAGE LEARNING AND TEACHING","2083-5205","2084-1965","ADAM MICKIEWICZ UNIV, KALISZ","FAC PEDAGOGY & FINE ARTS, DEPT ENGLISH STUDIES, UL NOWY SWIAT 28-30, KALISZ, POLAND, 62-800"
"STUDIES IN SELF-ACCESS LEARNING JOURNAL","2185-3762","2185-3762","KANDA UNIV INT STUDIES","1-4-1 WAKAB, MIHAMA-KU, CHIBA-SHI, JAPAN, 261-0014"
"STUDIES IN SOCIAL JUSTICE","1911-4788","1911-4788","UNIV WINDSOR, CENTRE STUDIES SOCIAL JUSTICE","251-1 CHRYSLER HALL SOUTH, WINDSOR, CANADA, ON, N9B 3P4"
"STUDIES IN SPANISH & LATIN AMERICAN CINEMAS","2050-4837","2050-4845","INTELLECT LTD","THE MILL, PARNALL RD, BRISTOL, ENGLAND, BS16 3JG"
"STUDIES IN SPIRITUALITY","0926-6453","1783-1814","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000"
"STUDIES IN THE EDUCATION OF ADULTS-NIACE","0266-0830","1478-9833","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"STUDII DE LINGVISTICA","2248-2547","2284-5437","EDITURA UNIV ORADEA","UNIVERSITATII ST NO 1, PAVILION C, ORADEA, ROMANIA, BIHOR, 00000"
"STUDI IRLANDESI-A JOURNAL OF IRISH STUDIES","2239-3978","2239-3978","FIRENZE UNIV PRESS","JOURNALS DIVISION, BORGO ALBIZI, 28, FIRENZE, ITALY, 50122"
"STUDIJNE ZVESTI ARCHEOLOGICKEHO USTAVU SLOVENSKEJ AKADEMIE VIED","0560-2793","0560-2793","SLOVENSKA AKAD VIED, ARCHEOLOGICKY USTAV","AKADEMICKA 2, NITRA, SLOVAKIA, 94921"
"STUDI KANTIANI","1123-4938","1724-1812","FABRIZIO SERRA EDITORE","PO BOX  NO,1, SUCC NO. 8, PISA, ITALY, I-56123"
"STUDI LINGUISTICI ITALIANI","0394-3569","1724-160X","SALERNO EDITRICE","VIA VALADIER 52, ROME, ITALY, 00193"
"STUDI SLAVISTICI","1824-761X","1824-7601","FIRENZE UNIV PRESS","JOURNALS DIVISION, BORGO ALBIZI, 28, FIRENZE, ITALY, 50122"
"STUDYING TEACHER EDUCATION","1742-5964","1742-5972","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"STUF-LANGUAGE TYPOLOGY AND UNIVERSALS","1867-8319","2196-7148","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"SUBJECTIVITY","1755-6341","1755-635X","PALGRAVE MACMILLAN LTD","BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS"
"SUBSTANCE ABUSE AND REHABILITATION","1179-8467","1179-8467","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752"
"SUBSTANCE ABUSE-RESEARCH AND TREATMENT","1178-2218","1178-2218","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP"
"SUBTERRANEAN BIOLOGY","1768-1448","1314-2615","INT SOC SUBTERRANEAN BIOL","UNIV ROMA, DEPT BIOL ANIMALE & DELL UOMO, VIALE DELL UNIVERSITA, 32, ROMA, ITALY, 00185"
"SUCHT-ZEITSCHRIFT FUR WISSENSCHAFT UND PRAXIS","0939-5911","1664-2856","VERLAG HANS HUBER HOGREFE AG","LAENGGASS-STRASSE 76, BERN 9, SWITZERLAND, CH-3000"
"SUDAN JOURNAL OF MEDICAL SCIENCES","1858-5051","1858-5051","KNOWLEDGE E","OFF 4401, JUMEIRAH BAY X2 TOWER, JUMEIRAH LAKES TOWERS JLT, PO BOX 488239, DUBAI, U ARAB EMIRATES, 00000"
"SUDOSTEUROPA","0722-480X","2364-933X","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785"
"SUICIDOLOGY","2224-1264","2224-1264","TYUMEN STATE MEDICAL ACAD","RM 1, ST PODEBY 69A, BELGOROD, RUSSIA, 00000"
"SUICIDOLOGY ONLINE-SOL","2078-5488","2078-5488","UNIV MOLISE","VIA SANTIS, CAMPOBASSO, ITALY, 86100"
"SUMA DE NEGOCIOS","2215-910X","2027-5692","FUNDACION UNIV KONRAD LORENZ","CARRERA 9 BIS NO 62-43, BOGOTA, COLOMBIA, 00000"
"SUN YAT-SEN JOURNAL OF HUMANITIES","1024-3631","","NATL SUN YAT-SEN UNIV, COLL LIBERAL ARTS","70 LIENHAI RD, KAOHSIUNG, TAIWAN, PEOPLES R CHINA, 804"
"SUPPORT FOR LEARNING","0268-2141","1467-9604","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"SURANAREE JOURNAL OF SCIENCE AND TECHNOLOGY","0858-849X","0858-849X","SURANAREE UNIV TECHNOLOGY","111, THANON MAHA WITTHAYALAI, SURANARI, MUEANG NAKHON RATCHASIMA DIST, NAKHON RATCHASIMA, THAILAND, 30000"
"SURFACE ENGINEERING AND APPLIED ELECTROCHEMISTRY","1068-3755","1934-8002","PLEIADES PUBLISHING INC","PLEIADES PUBLISHING INC, MOSCOW, RUSSIA, 00000"
"SURFACE SCIENCE SPECTRA","1055-5269","1520-8575","AMER INST PHYSICS","1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501"
"SURGERY JOURNAL","2378-5128","2378-5136","THIEME MEDICAL PUBL INC","333 SEVENTH AVE, NEW YORK, USA, NY, 10001"
"SURGICAL CASE REPORTS","2198-7793","2198-7793","SPRINGEROPEN","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"SURGICAL PRACTICE","1744-1625","1744-1633","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"SURGICAL TECHNIQUES DEVELOPMENT","2038-9574","2038-9582","PAGEPRESS PUBL","MEDITGROUP, VIA G BELLI, 4, PAVIA, ITALY, 27100"
"SURGICAL TECHNOLOGY INTERNATIONAL-INTERNATIONAL DEVELOPMENTS IN SURGERY AND SURGICAL RESEARCH","","1090-3941","SURGICAL TECHNOLOGY INT ONLINE","2443 FILLMORE ST, 229, SAN FRANCISCO, USA, CA, 94115"
"SURVEILLANCE & SOCIETY","1477-7487","1477-7487","SURVEILLANCE STUDIES NETWORK","UNIV NEWCASTLE UPON TYNE, GLOBAL URBAN RESEARCH UNIT, NEWCASTLE UPON TYNE, ENGLAND, NE1 7RU"
"SUSTAINABLE AND RESILIENT INFRASTRUCTURE","2378-9689","2378-9697","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"SUSTAINABLE ENVIRONMENT RESEARCH","2468-2039","2468-2039","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW"
"SUSTAINABLE WATER RESOURCES MANAGEMENT","2363-5037","2363-5045","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330"
"SU URUNLERI DERGISI","1300-1590","2148-3140","EGE UNIV, FAC FISHERIES","EGE UNIV, FAC FISHERIES, BORNOVA-IZMIR, TURKEY, 35100"
"SUVREMENA LINGVISTIKA","0586-0296","1847-117X","CROATIAN PHILOLOGICAL SOC","FILOZOFSKI FAK, IVANA LUCICA 3, ZAGREB, CROATIA, 10000"
"SVMMA-REVISTA DE CULTURES MEDIEVALS","","2014-7023","UNIV BARCELONA, INST RECERCA & CULTURES MEDIEVALS-IRCVM","C/ MONTALEGRE 6-8, BARCELONA, SPAIN, 08001"
"SWIAT I SLOWO","1731-3317","","UNIV BIELSKO-BIALA","WILLOWA 2, 43-309 BIELSKO-BIALA, POLAND, 00000"
"SYDNEY LAW REVIEW","0082-0512","1444-9528","SYDNEY LAW SCH","LAW SCH BUILDING F10 LEVEL 3, EASTERN AVE, UNIV SYDNEY, SYDNEY, AUSTRALIA, NSW 2006"
"SYDNEY STUDIES IN ENGLISH","0156-5419","1835-8071","UNIV SYDNEY, DEPT ENGLISH","RM N386, JOHN WOOLLEY BLDG A20, SCIENCE RD, SYDNEY, AUSTRALIA, NSW 2006"
"SYMMETRY-CULTURE AND SCIENCE","0865-4824","2226-1877","SYMMETRION","29 EÖTVÖS ST, BUDAPEST, HUNGARY, 1067"
"SYMPLOKE","1069-0697","1534-0627","UNIV NEBRASKA PRESS","1111 LINCOLN MALL, LINCOLN, USA, NE, 68588-0630"
"SYMPOSIUM-CANADIAN JOURNAL OF CONTINENTAL PHILOSOPHY","1917-9685","2154-5278","CANADIAN SOC CONTINENTAL PHILOSOPHY","C/O LORRAINE MARKOTIC, UNIV CALGARY, DEPT PHILOSOPHY, CALGARY, CANADA, AB, T2N 1N4"
"SYNERGIES MEXIQUE","2007-4654","2260-8109","UNIV NACL AUTONOMA MEXICO, GERFLINT","CIRCUITO INTERIOR, CIUDAD UNIV, MEXICO, MEXICO, DF, 04510"
"SYNESIS","1678-6785","1984-6754","UNIV CATOLICA PETROPOLIS","UNIV CATOLICA PETROPOLIS, PETROPOLIS, BRAZIL, 00000"
"SYNOPEN","2509-9396","2509-9396","GEORG THIEME VERLAG KG","RUDIGERSTR 14, STUTTGART, GERMANY, D-70469"
"SYNTHETIC AND SYSTEMS BIOTECHNOLOGY","2405-805X","2405-805X","KEAI PUBLISHING LTD","16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, DONGHENG DISTRICT, 100717"
"SYNTHETIC BIOLOGY","","2397-7000","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"SYSTEMS","2079-8954","2079-8954","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"SYSTEMS SCIENCE & CONTROL ENGINEERING","2164-2583","2164-2583","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"SZTUKA I DOKUMENTACJA-ART & DOCUMENTATION","2080-413X","2080-413X","ACAD FINE ARTS GDANSK","TARG WEGLOWY 8, GDANSK, POLAND, 80-836"
"TAIWAN JOURNAL OF EAST ASIAN STUDIES","1812-6243","1812-6243","NATL TAIWAN NORMAL UNIV, COLL INT STUDIES & SOCIAL SCIENCES","162 HEPING EAST RD, SECTION 1, TAIPEI, TAIWAN, 106"
"TAIWAN JOURNAL OF LINGUISTICS","1729-4649","1994-2559","CRANE PUBL CO","109 SECTION1, HOPING E RD, 6F, TAIPEI, TAIWAN, 00000"
"TAIWAN JOURNAL OF TESOL","1814-9448","2076-7617","CRANE PUBL CO","109 SECTION1, HOPING E RD, 6F, TAIPEI, TAIWAN, 00000"
"TALIA DIXIT-REVISTA INTERDISCIPLINAR DE RETORICA E HISTORIOGRAFIA","1886-9440","1886-9440","UNIV EXTREMADURA, SERVICIO PUBLICACIONES","PLAZA CALDEREROS 2, CACERES, SPAIN, 10071"
"TALLER DE LA HISTORIA","1657-3633","2382-4794","UNIV CARTAGENA, FAC CIENCIAS HUMANAS","CALLE UNIVERSIDAD 13001, CARTAGENA, COLOMBIA, 00000"
"TAMKANG JOURNAL OF MATHEMATICS","0049-2930","2073-9826","TAMKANG UNIV","GRAD SCHOOL LANG LIT, TAMSUI, TAIWAN, TAIPEI,"
"TANGENCE","1189-4563","1710-0305","PRESSES UNIV QUEBEC","2875 BOULEVARD LAURIER, ST FOY, CANADA, QUEBEC, G1V 2M3"
"TANG STUDIES","0737-5034","1759-7633","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"TARIH INCELEMELERI DERGISI","0257-4152","0257-4152","EGE UNIV","BORNOVA, IZMIR, TURKEY, 35100"
"TARIH KULTUR VE SANAT ARASTIRMALARI DERGISI-JOURNAL OF HISTORY CULTURE AND ART RESEARCH","2147-0626","2147-0626","KARABUK UNIV","MAIN CAMPUS, BALIKLARKAYASI, KARABUK, TURKEY, 00000"
"TBILISI MATHEMATICAL JOURNAL","1875-158X","1512-0139","TBILISI CENTRE MATH SCI","A RAZMADZE MATHEMATICAL INST 1, M ALEKSIDZE ST, TBILISI, REP OF GEORGIA, 0193"
"TD-THE JOURNAL FOR TRANSDISCIPLINARY RESEARCH IN SOUTHERN AFRICA","1817-4434","2415-2005","AOSIS","POSTNET SUITE 55, PRIVATE BAG X22, TYGERVALLEY, CAPE TOWN, SOUTH AFRICA, 00000"
"TEACHER DEVELOPMENT","1366-4530","1747-5120","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"TEACHING AND LEARNING IN NURSING","1557-3087","1557-2013","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"TEACHING ARTIST JOURNAL","1541-1796","1541-180X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"TEACHING EDUCATION","1047-6210","1470-1286","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"TEACHING EXCEPTIONAL CHILDREN","0040-0599","2163-5684","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"TEACHING & LEARNING INQUIRY-THE ISSOTL JOURNAL","2167-4779","2167-4787","INDIANA UNIV PRESS","601 N MORTON STREET, BLOOMINGTON, USA, IN, 47404-3797"
"TEACHING MATHEMATICS AND ITS APPLICATIONS","0268-3679","1471-6976","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP"
"TEACHING OF MATHEMATICS","1451-4966","2406-1077","DRUSTVO MATEMATICARA SRBIJE","KNEZ MIHAILA 35-IV, PO BOX 791, BELGRADE, SERBIA, 11000"
"TEACHING PUBLIC ADMINISTRATION","0144-7394","2047-8720","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320"
"TEACHING STATISTICS","0141-982X","1467-9639","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"TEACHING THEOLOGY AND RELIGION","1368-4868","1467-9647","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"TEAM PERFORMANCE MANAGEMENT","1352-7592","1758-6860","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA"
"TEATRO E STORIA","0394-6932","2239-7272","BULZONI EDITORE","VIA DEI LIBURNI 14, ROME, ITALY, 00185"
"TECCIENCIA","1909-3667","2422-3670","UNIV ECCI","P BLDG-5 FLR, CLL 51 20-36, BOGOTA, COLOMBIA, 00000"
"TEC EMPRESARIAL","","1659-2395","INST TECNOLOGICO COSTA RICA","APDO 159, CARTAGO, COSTA RICA, 7050"
"TECHNE-JOURNAL OF TECHNOLOGY FOR ARCHITECTURE AND ENVIRONMENT","2239-0243","2239-0243","FIRENZE UNIV PRESS","JOURNALS DIVISION, BORGO ALBIZI, 28, FIRENZE, ITALY, 50122"
"TECHNICAL COMMUNICATION QUARTERLY","1057-2252","1542-7625","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"TECHNICAL SERVICES QUARTERLY","0731-7131","1555-3337","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"TECHNIQUES IN FOOT AND ANKLE SURGERY","1536-0644","1538-1943","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"TECHNIQUES IN GASTROINTESTINAL ENDOSCOPY","1096-2883","1558-5050","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169"
"TECHNIQUES IN ORTHOPAEDICS","0885-9698","2333-0600","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"TECHNIQUES IN SHOULDER AND ELBOW SURGERY","1523-9896","1539-591X","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103"
"TECHNIQUES IN VASCULAR AND INTERVENTIONAL RADIOLOGY","1089-2516","1557-9808","ELSEVIER","685 ROUTE 202-206, BRIDGEWATER, USA, NJ, 08807"
"TECHNOETIC ARTS","1477-965X","1758-9533","INTELLECT LTD","THE MILL, PARNALL RD, BRISTOL, ENGLAND, BS16 3JG"
"TECHNOLOGIES","2227-7080","2227-7080","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052"
"TECHNOLOGY","2339-5478","2345-7740","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224"
"TECHNOLOGY AND INNOVATION","1949-8241","1949-825X","NATL ACAD INVENTORS","3702 SPECTRUM BOULEVARD, STE 165, TAMPA, USA, FL, 33612-9445"
"TECHNOLOGY INNOVATION MANAGEMENT REVIEW","1927-0321","1927-0321","CARLETON UNIV GRAPHIC SERVICES","DUNTON TOWER RM 2122, 1125 COLONEL BY DR, OTTAWA, CANADA, ON, K1A 5B6"
"TECHNOLOGY KNOWLEDGE AND LEARNING","2211-1662","2211-1670","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"TECHTRENDS","8756-3894","1559-7075","SPRINGER INTERNATIONAL PUBLISHING AG","GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330"
"TECLA-RIVISTA DI TEMI DI CRITICA E LETTERATURA ARTISTICA","2038-6133","2038-6133","UNIV STUDI PALERMO, DIPT SUDI STORICI & ARTISTICI","VIALE DELLE SCIENZE 12, PALERMO, ITALY, 90128"
"TECNOLOGIA EN MARCHA","0379-3982","2215-3241","INST TECNOLOGICO COSTA RICA","APDO 159, CARTAGO, COSTA RICA, 7050"
"TECNOSCIENZA-ITALIAN JOURNAL OF SCIENCE & TECHNOLOGY STUDIES","2038-3460","2038-3460","TECNOSCIENZA","C/O STS ITALIA, DIPT SOCIOLOGIA, PADUA, ITALY, 35123"
"TEHNICKI GLASNIK-TECHNICAL JOURNAL","1846-6168","1848-5588","UNIV NORTH","SVEUCILISNI CENTAR VARAZDIN, 104 BRIGADE 3, VARAZDIN, CROATIA, 42000"
"TEJUELO-DIDACTICA DE LA LENGUA Y LA LITERATURA","1988-8430","1988-8430","JUNTA EXTREMADURA, CONSEJERIA EDUCACION","CPR TRUJILLO, CALLE RAMON & CAJAL S-N, TRUJILLO, CACERES, SPAIN, 10200"
"TEKA KOMISJI URBANISTYKI I ARCHITEKTURY","0079-3450","2450-0038","POLSKA AKAD NAUK, POLISH ACAD SCIENCES","PL DEFILAD 1, WARSZAWA, POLAND, 00-901"
"TEKNOKULTURA: REVISTA DE CULTURA DIGITAL Y MOVIMIENTOS SOCIALES","1549-2230","1549-2230","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040"
"TEKSTILEC","0351-3386","2350-3696","UNIV LJUBLJANI, FAC NATURAL SCI & ENGINEERING, DEPT TEXTILES","SNEZNISKA 5, PP 312, LJUBLJANA, SLOVENIA, 1000"
"TEKST KNIGA KNIGOIZDANIE-TEXT BOOK PUBLISHING","2306-2061","2311-3774","TOMSK STATE UNIV","LENIN AVE, 36, TOMSK, RUSSIA, 634050"
"TELEMATIQUE","1856-4194","1856-4194","UNIV RAFAEL BELLOSO CHACIN, CENTRO INVESTIG & DESARROLLO TECNOL & ING","CAMPUS UNIV, ZULIA, VENEZUELA, 0261"
"TELOS-REVISTA INTERDISCIPLINARIA EN CIENCIAS SOCIALES","2343-5763","1317-0570","UNIV DR RAFAEL BELLOSO CHACIN","AVE LA GOAJIRA Y CIRCUNVALACION 2, BLOQUE G, PISO 2, MARACAIBO, VENEZUELA, ZULIA, 4005"
"TEMA-JOURNAL OF LAND USE MOBILITY AND ENVIRONMENT","1970-9889","1970-9870","UNIV STUDI NAPOLI FEDERICO II, DIPT PIANIFICAZIONE & SCIENZA TERRITORIO","PIAZZALE TECCHIO 80, NAPLES, ITALY, 80125"
"TEMAS AGRARIOS","0122-7610","2389-9182","UNIV CORDOBA, FAC CIENCIAS AGRICOLAS","CARRERA 6 NO 76-103, CORDOBA, COLOMBIA, 00000"
"TEMAS AMERICANISTAS","1988-7868","0212-4408","UNIV SEVILLA, EDITORIAL","SECRETARIADO PUBLICACIONES, C/ PORVENIR, NO 27, SEVILLE, SPAIN, 41013"
"TEMAS DE NUESTRA AMERICA-REVISTA DE ESTUDIOS LATINOAMERICANOS","0259-2339","0259-2339","UNIV NAC COSTA RICA, EDITORIAL","APARTADO 86, HEREDIA, COSTA RICA, 3000"
"TEMAS Y DEBATES","1666-0714","1853-984X","UNIV NAC ROSARIO, FAC CIENCIAS POLITICAS & RELACIONES INT","RIOMBA & BERUTTI C U R, ROSARIO, ARGENTINA, 2000"
"TEMIDA","1450-6637","1450-6637","VICTIMOLOGY SOC SERBIA EUROPEAN MOVEMENT SERBIA","DOSITEJEVA 1A-IV, BELGRADE, SERBIA, 11000"
"TEM JOURNAL-TECHNOLOGY EDUCATION MANAGEMENT INFORMATICS","2217-8309","2217-8333","ASSOC INFORMATION COMMUNICATION TECHNOLOGY EDUCATION & SCIENCE","HILMA ROZAJCA 15, NOVI PAZAR, SERBIA, 36300"
"TEMPO E ARGUMENTO","2175-1803","2175-1803","UNIV ESTADO SANTA CATARINA-UDESC","RUA VISCONDE OURO PRETO 457, CENTRO, FLORIANOPOLIS, BRAZIL, SC 88020-04"
"TEMPORALITES-REVUE DES SCIENCES SOCIALES ET HUMAINES","1777-9006","2102-5878","LABORATOIRE PRINTEMPS","UNIV VERSAILLES, SAINT QUENTIN-EN-YVELINES, GUYANCOURT, FRANCE, 78047"
"TENDENCIAS & RETOS","0122-9729","2389-8887","UNIV NARINO","CIUDD UNIV TOROBAJO, CALLE 18 CR 50, SAN JUAN PASTO, NARINO, COLOMBIA, 00000"
"TEOLITERARIA-REVISTA BRASILEIRA DE LITERATURAS E TEOLOGIAS","2236-9937","2236-9937","PONTIFICIA UNIV CATOLICA SAO PAULO-PUC-SP","RUA MONTE ALEGRE, 984, SAO PAULO SP, BRAZIL, 05014-001"
"TEOLOGIA","0328-1396","0328-1396","PONTIFICIA UNIV CATOLICA ARGENTINA, FAC TEOLOGIA","CONCORDIA 4422, BUENOS AIRES, ARGENTINA, C1419AOH"
"TEORIA DE LA EDUCACION","1130-3743","2386-5660","EDICIONES UNIV SALAMANCA","APARTADO DE CORREOS 325, SALAMANCA, SPAIN, 00000"
"TEORIA E PRATICA EM ADMINISTRACAO-TPA","2238-104X","2238-104X","UNIV FEDERAL PARAIBA","CIDADE UNIV, JOAO PESSOA, BRAZIL, PB 58059-900"
"TEORIA Y PRAXIS","1870-1582","1870-1582","UNIV QUINTANA ROO","BOULEVARD BAHIA S-N ESQ IGNACIO COMONFORT, COL BOSQUE CHETUMAL, QUINTANA ROO, MEXICO, 77019"
"TEORIA Y REALIDAD CONSTITUCIONAL","1139-5583","1139-5583","UNIV NACIONAL EDUCACION DISTANCIA","PO SENDA REY,BRAVO MURILLO 38, MADRID, SPAIN, 7-28040"
"TEORIJA IN PRAKSA","0040-3598","0040-3598","UNIV LJUBLJANA, FAC SOCIAL SCIENCES","KERDELJEVA POSCAD 5, LJUBLJANA, SLOVENIA, 1000"
"TERCIO CRECIENTE","2340-9096","2340-9096","UNIV JAEN, SERV PUBLICACIONES","CAMPUS LAGUNILLAS S-N, EDIFICIO BIBLIOTECA, 2A PLANTA, JAEN, SPAIN, 23071"
"TER ES TARSADALOM","2062-9923","2062-9923","CENTRE ECONOMIC & REGIONAL STUDIES, HUNGARIAN ACAD SCI, INST REGIONAL STUD","BUDAORSI 45 III EMELET, BUDAPEST, HUNGARY, H-1112"
"TERRA ECONOMICUS","2073-6606","2073-6606","SOUTHERN FEDERAL UNIV","OF 211, GORGOKO ST, 88, ROSTOV-ON-DON, RUSSIA, 344002"
"TERRAE INCOGNITAE-THE JOURNAL OF THE SOCIETY FOR THE HISTORY OF DISCOVERIES","0082-2884","2040-8706","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN"
"TERRITOIRE EN MOUVEMENT","1954-4863","1950-5698","UNIV LILLE I SCI & TECH","UFR GEOGRAPHIE & AMENAGEMENT, AV PAUL LANGEVIN, VILLENEUVE D ASCQ, FRANCE, CEDEX 59655"
"TERRITORIOS","0123-8418","2215-7484","UNIV ROSARIO","PROGRAMA PSICOLOGIA, FAC MED, CARRERA 24 63 C-69 QUINTA DE MUTIS, BOGOTA, COLOMBIA, 00000"
"TERRITORIO SOCIEDAD Y PODER-REVISTA DE ESTUDIOS MEDIEVALES","2341-1163","2341-1163","UNIV OVIEDO","CAMPUS HUMANIDADES, EDIFICIO SERVICIOS,, OVIEDO, SPAIN, ASTURIAS, 33011"
"TERTIARY EDUCATION AND MANAGEMENT","1358-3883","1573-1936","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ"
"TESL CANADA JOURNAL","0826-435X","1925-8917","TESL CANADA","104-8557 GOVERNMENT ST, BURNABY, CANADA, BC V3N 4S9"
"TESOL JOURNAL","1056-7941","1949-3533","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774"
"TETHYS-JOURNAL OF MEDITERRANEAN METEOROLOGY & CLIMATOLOGY","1697-1523","1139-3394","ASSOC CATALANA METEREOLOGIA-ACAM","RAMBLA SOLANAS 25, CORNELLA, SPAIN, 08940"
"TEXTILE PROGRESS","0040-5167","1754-2278","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN"
"TEXT MATTERS-A JOURNAL OF LITERATURE THEORY AND CULTURE","2083-2931","2084-574X","LODZ UNIV PRESS","UL LINDLEYA 8, LODZ, POLAND, 90-131"
"TEXTO LIVRE-LINGUAGEM E TECNOLOGIA","1983-3652","1983-3652","UNIV FED MINAS GERAIS, FAC LETRAS","AV ANTONIO CARLOS, 6627 4 ANDAR-4036, BELO HORIZONTE MS, BRAZIL, 31270-901"
